[sieve] sieving primes up to 950000000 ...
y	m	p_m1	p_m	STATUS	gap_log
19073	19641321	366547133	366547147	OK	6.734112e-10
19079	19660549	366926449	366926477	OK	1.844566e-09
19081	19679790	367306151	367306169	OK	7.164390e-10
19087	19699049	367684217	367684237	OK	2.963907e-11
19121	19718323	368065367	368065393	OK	2.535233e-09
19139	19737581	368446807	368446817	OK	4.721900e-10
19141	19756842	368826823	368826853	OK	1.695481e-09
19157	19776120	369208849	369208859	OK	5.791555e-10
19163	19795403	369589489	369589523	OK	2.672198e-09
19181	19814699	369969553	369969563	OK	2.462245e-09
19183	19833996	370351607	370351609	OK	3.452715e-10
19207	19853312	370734437	370734443	OK	1.125145e-09
19211	19872624	371116271	371116279	OK	2.412452e-09
19213	19891951	371497171	371497201	OK	1.546142e-09
19219	19911296	371878537	371878543	OK	1.028888e-09
19231	19930655	372260809	372260827	OK	1.114339e-09
19237	19950022	372644801	372644843	OK	1.699792e-09
19249	19969403	373027069	373027079	OK	2.471543e-09
19259	19988791	373408769	373408793	OK	1.123894e-09
19267	20008189	373791023	373791029	OK	4.556174e-10
19273	20027599	374176003	374176021	OK	6.178269e-11
19289	20047023	374556773	374556781	OK	2.808270e-10
19301	20066451	374939377	374939381	OK	1.416663e-09
19309	20085886	375320833	375320867	OK	7.779147e-10
19319	20105333	375705467	375705479	OK	5.844406e-10
19333	20124790	376089239	376089247	OK	9.294451e-10
19373	20144253	376473319	376473323	OK	1.786483e-09
19379	20163695	376855013	376855019	OK	1.184909e-09
19381	20183151	377239727	377239739	OK	1.204512e-09
19387	20202625	377623439	377623469	OK	1.767831e-09
19391	20222112	378005333	378005371	OK	2.915225e-10
19403	20241616	378388411	378388421	OK	2.325802e-09
19417	20261127	378775057	378775069	OK	2.320796e-09
19421	20280643	379159817	379159829	OK	2.192221e-10
19423	20300176	379546151	379546163	OK	1.084498e-09
19427	20319727	379932359	379932383	OK	2.423547e-09
[2200/3244] y=19427 m=20319727 p_m=379932383 (prime_max=949999993)
19429	20339293	380317529	380317543	OK	1.568732e-09
19433	20358877	380701397	380701411	OK	1.280633e-09
19441	20378477	381088849	381088853	OK	1.456827e-09
19447	20398089	381477119	381477121	OK	1.916249e-09
19457	20417714	381864443	381864481	OK	8.594336e-11
19463	20437350	382254721	382254751	OK	1.082646e-09
19469	20457000	382640833	382640837	OK	2.397130e-09
19471	20476663	383029799	383029807	OK	1.530271e-09
19477	20496344	383418661	383418667	OK	7.565545e-10
19483	20516039	383808193	383808209	OK	1.689516e-10
19489	20535749	384199273	384199297	OK	2.212993e-09
19501	20555472	384591113	384591121	OK	1.826035e-09
19507	20575203	384979327	384979337	OK	1.663343e-09
19531	20594948	385370507	385370519	OK	1.644940e-09
19541	20614689	385761751	385761763	OK	2.304154e-09
19543	20634439	386153723	386153731	OK	5.757151e-10
19553	20654208	386544253	386544259	OK	1.390150e-09
19559	20673987	386935097	386935099	OK	2.385454e-09
19571	20693779	387326047	387326083	OK	1.153177e-09
19577	20713579	387717151	387717199	OK	4.072486e-10
19583	20733394	388107491	388107523	OK	2.550537e-09
19597	20753222	388499729	388499737	OK	2.200305e-09
19603	20773056	388894313	388894333	OK	2.139460e-09
19609	20792904	389284829	389284877	OK	2.190288e-09
19661	20812766	389678089	389678119	OK	2.430193e-09
19681	20832595	390072461	390072467	OK	1.527329e-09
19687	20852424	390467353	390467359	OK	7.976430e-10
19697	20872267	390858997	390859043	OK	2.795627e-10
19699	20892120	391251811	391251853	OK	4.186618e-11
19709	20911991	391645061	391645063	OK	1.056338e-10
19717	20931872	392038531	392038567	OK	4.137474e-10
19727	20951765	392428381	392428397	OK	1.325305e-09
19739	20971667	392822711	392822761	OK	1.483370e-10
19751	20991578	393219923	393219943	OK	1.723558e-09
19753	21011496	393614171	393614173	OK	7.951774e-10
19759	21031433	394009201	394009207	OK	2.483156e-09
19763	21051383	394403033	394403041	OK	2.006690e-09
19777	21071349	394799777	394799791	OK	1.453763e-09
19793	21091321	395193023	395193037	OK	1.505490e-09
19801	21111297	395588723	395588729	OK	2.152671e-09
19813	21131284	395984843	395984861	OK	3.621708e-10
19819	21151280	396383671	396383683	OK	1.110566e-09
19841	21171290	396778933	396778939	OK	1.943306e-09
19843	21191297	397176239	397176277	OK	7.988828e-10
19853	21211323	397572631	397572647	OK	2.301324e-09
19861	21231358	397967281	397967287	OK	1.638188e-09
19867	21251405	398363951	398363957	OK	1.353202e-09
19889	21271466	398763517	398763539	OK	1.183161e-09
19891	21291525	399161089	399161107	OK	1.286408e-09
19913	21311602	399558589	399558611	OK	1.465487e-09
19919	21331677	399952801	399952837	OK	2.482896e-09
19927	21351765	400350551	400350553	OK	1.341570e-09
19937	21371865	400749991	400750003	OK	3.524484e-10
19949	21391976	401150209	401150219	OK	2.088728e-09
19961	21412094	401548841	401548853	OK	1.236908e-09
19963	21432220	401946949	401946959	OK	9.040232e-10
19973	21452364	402345793	402345799	OK	7.300326e-10
19979	21472518	402745979	402746011	OK	7.682474e-10
19991	21492686	403144571	403144601	OK	8.656130e-10
19993	21512862	403542967	403542973	OK	1.382127e-09
19997	21533056	403943833	403943861	OK	1.950821e-09
20011	21553265	404344939	404344961	OK	1.283055e-10
20021	21573481	404745793	404745833	OK	9.868081e-10
20023	21593707	405145981	405145999	OK	2.048163e-09
20029	21613950	405546983	405546997	OK	6.730582e-10
20047	21634208	405946249	405946259	OK	1.902793e-09
20051	21654467	406347553	406347559	OK	1.262282e-09
20063	21674742	406753439	406753453	OK	4.646360e-10
20071	21695026	407151827	407151863	OK	2.301110e-09
20089	21715321	407555563	407555581	OK	1.914204e-09
20101	21735618	407958697	407958703	OK	1.794992e-09
20107	21755923	408363493	408363497	OK	1.805453e-09
20113	21776242	408765977	408765997	OK	1.699036e-09
20117	21796575	409170607	409170617	OK	1.733713e-09
20123	21816924	409574747	409574791	OK	1.550148e-09
20129	21837287	409977299	409977301	OK	1.419109e-09
20143	21857664	410382109	410382131	OK	1.318305e-09
20147	21878047	410785289	410785337	OK	1.456571e-09
20149	21898446	411188797	411188803	OK	1.745719e-09
20161	21918863	411593249	411593251	OK	1.852199e-09
20173	21939288	411999869	411999877	OK	2.087414e-09
20177	21959721	412405919	412405937	OK	2.366631e-09
20183	21980170	412811783	412811807	OK	2.405880e-09
20201	22000632	413217307	413217313	OK	7.338274e-11
20219	22021097	413622919	413622929	OK	4.178801e-10
20231	22041564	414028007	414028061	OK	1.230662e-09
20233	22062039	414433541	414433561	OK	2.275350e-09
20249	22082531	414839879	414839903	OK	8.739099e-10
20261	22103028	415246549	415246609	OK	2.001261e-09
20269	22123532	415654703	415654739	OK	1.000231e-09
20287	22144049	416061589	416061671	OK	2.287134e-09
20297	22164567	416469421	416469433	OK	1.460342e-09
20323	22185095	416875579	416875603	OK	8.040565e-10
20327	22205617	417281659	417281687	OK	7.777566e-10
20333	22226155	417689089	417689101	OK	8.645836e-10
20341	22246707	418100471	418100477	OK	8.368911e-10
20347	22267271	418508297	418508303	OK	7.408959e-10
20353	22287849	418915879	418915891	OK	5.754034e-10
20357	22308441	419327351	419327383	OK	2.276203e-10
20359	22329050	419737103	419737127	OK	1.966968e-09
20369	22349676	420149311	420149321	OK	1.006324e-09
20389	22370313	420558301	420558323	OK	2.261575e-09
20393	22390949	420967739	420967751	OK	1.688393e-09
20399	22411601	421378189	421378229	OK	9.320559e-10
20407	22432267	421787407	421787417	OK	1.079618e-10
20411	22452946	422195929	422195953	OK	1.789813e-09
20431	22473640	422610719	422610733	OK	7.659119e-10
20441	22494335	423020989	423020993	OK	2.355310e-09
20443	22515039	423431483	423431531	OK	1.759803e-09
20477	22535761	423843001	423843053	OK	1.022214e-09
20479	22556469	424253509	424253521	OK	9.977771e-10
20483	22577195	424662629	424662647	OK	9.228925e-10
20507	22597937	425074283	425074297	OK	9.836981e-10
20509	22618675	425486141	425486143	OK	1.441959e-09
20521	22639431	425897519	425897533	OK	1.876957e-09
20533	22660194	426310523	426310529	OK	4.174583e-11
20543	22680966	426723629	426723631	OK	5.577060e-10
20549	22701748	427138121	427138133	OK	9.242204e-10
20551	22722544	427552441	427552471	OK	1.107129e-09
20563	22743358	427965581	427965607	OK	1.111644e-09
20593	22764180	428377753	428377757	OK	1.193952e-09
20599	22784992	428790577	428790581	OK	2.086429e-09
20611	22805817	429205823	429205849	OK	4.979782e-10
20627	22826651	429620221	429620251	OK	1.133427e-09
20639	22847489	430034509	430034513	OK	2.001266e-09
20641	22868334	430450039	430450043	OK	6.726962e-10
20663	22889198	430865581	430865593	OK	1.342316e-09
20681	22910059	431278339	431278349	OK	1.937576e-10
20693	22930923	431695709	431695721	OK	1.465439e-09
20707	22951794	432111347	432111349	OK	5.013164e-10
20717	22972672	432526603	432526643	OK	1.807444e-09
20719	22993559	432941969	432941981	OK	9.245938e-10
20731	23014465	433358869	433358923	OK	2.145578e-09
20743	23035378	433775851	433775857	OK	9.631923e-10
20747	23056300	434191279	434191291	OK	2.259117e-09
20749	23077237	434604239	434604281	OK	1.370740e-09
20753	23098192	435021883	435021889	OK	4.633437e-10
20759	23119164	435442489	435442499	OK	1.582282e-09
20771	23140149	435859607	435859621	OK	2.438508e-10
20773	23161143	436277081	436277099	OK	1.225590e-09
20789	23182155	436693417	436693421	OK	2.114218e-09
20807	23203170	437113337	437113343	OK	8.047977e-10
20809	23224188	437531371	437531389	OK	1.876416e-09
20849	23245223	437949553	437949593	OK	4.601600e-10
20857	23266239	438367577	438367591	OK	2.009801e-09
20873	23287266	438784799	438784811	OK	1.341186e-09
20879	23308297	439203169	439203179	OK	9.935636e-10
20887	23329342	439621319	439621337	OK	4.631447e-10
20897	23350400	440043869	440043887	OK	2.254085e-09
20899	23371467	440462557	440462563	OK	1.610797e-09
20903	23392552	440879741	440879759	OK	1.045782e-09
20921	23413653	441299101	441299129	OK	5.079249e-10
20929	23434756	441719417	441719441	OK	1.986283e-10
20939	23455872	442138757	442138769	OK	2.111860e-09
20947	23476997	442558177	442558189	OK	1.935857e-09
20959	23498134	442976879	442976903	OK	1.865752e-09
20963	23519279	443397659	443397667	OK	1.948954e-09
20981	23540440	443819627	443819639	OK	1.971822e-09
20983	23561603	444242203	444242207	OK	1.974858e-09
21001	23582784	444663259	444663277	OK	1.780212e-09
21011	23603967	445085933	445085947	OK	1.789014e-09
21013	23625160	445510927	445510931	OK	1.605600e-09
21017	23646371	445933099	445933123	OK	1.197179e-09
21019	23667598	446354387	446354401	OK	5.724684e-10
21023	23688844	446777341	446777351	OK	2.126907e-09
21031	23710105	447202463	447202507	OK	1.163206e-09
21059	23731378	447623767	447623779	OK	4.536738e-11
21061	23752644	448046383	448046387	OK	1.769454e-09
21067	23773927	448470943	448470959	OK	1.062067e-09
21089	23795224	448896023	448896103	OK	7.105261e-11
21101	23816520	449320409	449320427	OK	1.504479e-09
21107	23837823	449742589	449742593	OK	7.775257e-10
21121	23859141	450171629	450171641	OK	2.124915e-09
21139	23880464	450595661	450595669	OK	1.053661e-09
21143	23901789	451019399	451019417	OK	1.738353e-10
21149	23923131	451444871	451444879	OK	1.396189e-09
21157	23944486	451870481	451870499	OK	3.949899e-10
21163	23965854	452296307	452296337	OK	1.429774e-09
21169	23987236	452724581	452724593	OK	2.194898e-09
21179	24008631	453149303	453149309	OK	5.505468e-10
21187	24030037	453577643	453577669	OK	1.051688e-09
21191	24051455	454002091	454002103	OK	1.485613e-09
21193	24072889	454431619	454431667	OK	1.569447e-09
21211	24094341	454858483	454858493	OK	1.335530e-09
21221	24115795	455285821	455285839	OK	1.181627e-09
21227	24137259	455712181	455712193	OK	1.088377e-09
21247	24158737	456140327	456140339	OK	9.138367e-10
21269	24180215	456565609	456565619	OK	9.330937e-10
21277	24201691	456992677	456992699	OK	1.433970e-09
21283	24223179	457426003	457426027	OK	1.561773e-09
21313	24244681	457854713	457854737	OK	1.303521e-09
21317	24266173	458283647	458283653	OK	1.291693e-09
21319	24287681	458713117	458713139	OK	1.043700e-09
21323	24309207	459142493	459142499	OK	5.182931e-10
21341	24330750	459572459	459572461	OK	2.030227e-09
21347	24352294	460002937	460002941	OK	1.407128e-09
21377	24373852	460433081	460433123	OK	4.353852e-10
21379	24395401	460862723	460862767	OK	1.937752e-09
21383	24416967	461294203	461294221	OK	1.054925e-09
21391	24438550	461726009	461726021	OK	2.096223e-09
[2400/3244] y=21391 m=24438550 p_m=461726021 (prime_max=949999993)
21397	24460144	462154793	462154813	OK	8.338114e-10
21401	24481753	462585413	462585481	OK	1.542422e-09
21407	24503377	463015517	463015543	OK	1.242167e-10
21419	24525016	463446983	463447001	OK	7.009288e-10
21433	24546663	463877873	463877899	OK	1.192461e-09
21467	24568316	464310491	464310493	OK	1.678852e-09
21481	24589954	464743031	464743033	OK	3.266859e-10
21487	24611599	465175213	465175229	OK	1.088447e-09
21491	24633258	465607907	465607921	OK	1.714274e-09
21493	24654932	466039177	466039187	OK	5.268785e-12
21499	24676625	466472081	466472087	OK	2.693731e-10
21503	24698332	466905053	466905067	OK	3.632677e-10
21517	24720055	467338637	467338643	OK	2.511050e-10
21521	24741784	467771701	467771737	OK	9.190393e-11
21523	24763530	468205099	468205123	OK	1.964415e-09
21529	24785293	468639361	468639377	OK	1.263386e-09
21557	24807070	469074371	469074377	OK	3.764346e-10
21559	24828840	469510043	469510099	OK	1.751895e-09
21563	24850627	469946821	469946831	OK	5.524826e-10
21569	24872431	470381057	470381059	OK	1.221722e-09
21577	24894249	470815831	470815837	OK	1.666616e-09
21587	24916079	471251639	471251681	OK	1.869724e-09
21589	24937919	471689033	471689081	OK	1.917222e-09
21599	24959777	472123433	472123447	OK	1.616332e-09
21601	24981645	472562933	472562963	OK	1.054176e-09
21611	25003532	473001911	473001917	OK	2.021442e-09
21613	25025428	473438033	473438039	OK	5.683917e-10
21617	25047343	473878159	473878169	OK	6.959585e-10
21647	25069274	474316153	474316211	OK	3.439428e-10
21649	25091195	474757357	474757399	OK	1.795054e-10
21661	25113135	475195241	475195319	OK	1.532445e-09
21673	25135082	475634701	475634707	OK	4.407578e-10
21683	25157038	476072039	476072041	OK	1.440130e-09
21701	25179003	476510521	476510603	OK	7.828149e-11
21713	25200971	476948933	476948939	OK	8.995397e-10
21727	25222947	477388397	477388409	OK	1.544917e-09
21737	25244928	477824371	477824377	OK	1.331731e-10
21739	25266920	478262107	478262123	OK	8.081132e-10
21751	25288930	478703549	478703557	OK	1.126234e-09
21757	25310948	479142337	479142343	OK	1.223798e-09
21767	25332980	479580821	479580833	OK	1.205061e-09
21773	25355022	480020587	480020609	OK	1.087100e-09
21787	25377078	480461503	480461507	OK	6.756499e-10
21799	25399141	480903187	480903193	OK	2.064636e-09
21803	25421211	481344559	481344587	OK	1.183222e-09
21817	25443298	481785419	481785427	OK	2.006784e-09
21821	25465390	482228311	482228323	OK	4.903088e-10
21839	25487499	482671337	482671339	OK	6.164621e-10
21841	25509610	483113087	483113119	OK	6.509150e-10
21851	25531739	483554419	483554441	OK	3.053834e-10
21859	25553879	483999433	483999457	OK	1.733132e-09
21863	25576030	484440067	484440079	OK	8.208306e-10
21871	25598198	484883957	484883969	OK	1.562563e-09
21881	25620378	485328719	485328737	OK	1.780172e-09
21893	25642568	485772251	485772269	OK	1.787258e-09
21911	25664766	486214933	486214961	OK	1.614399e-09
21929	25686966	486659399	486659401	OK	1.365343e-09
21937	25709168	487106171	487106197	OK	1.073003e-09
21943	25731382	487549099	487549129	OK	3.044570e-10
21961	25753611	487992709	487992719	OK	1.339876e-09
21977	25775841	488438999	488439001	OK	1.889570e-10
21991	25798076	488885731	488885759	OK	8.190201e-10
21997	25820317	489330157	489330167	OK	1.199020e-09
22003	25842572	489775619	489775621	OK	1.377731e-09
22013	25864841	490218119	490218139	OK	1.308174e-09
22027	25887120	490666031	490666039	OK	9.822615e-10
22031	25909405	491110999	491111017	OK	4.473791e-10
22037	25931707	491557007	491557043	OK	1.616409e-09
22039	25954022	492005887	492005939	OK	2.247514e-10
22051	25976356	492452959	492452969	OK	3.644686e-10
22063	25998698	492899551	492899569	OK	1.948105e-10
22067	26021049	493347139	493347143	OK	1.790562e-09
22073	26043415	493795873	493795877	OK	8.165989e-10
22079	26065796	494243011	494243047	OK	1.636283e-09
22091	26088191	494690857	494690893	OK	1.956309e-09
22093	26110594	495139391	495139427	OK	1.986761e-09
22109	26133015	495586061	495586067	OK	1.644042e-09
22111	26155440	496033873	496033987	OK	1.135933e-09
22123	26177883	496484033	496484039	OK	1.571886e-10
22129	26200335	496933453	496933471	OK	8.997102e-10
22133	26222801	497381779	497381789	OK	1.230979e-09
22147	26245283	497832679	497832683	OK	1.079773e-09
22153	26267771	498283043	498283061	OK	5.315900e-10
22157	26290274	498733733	498733747	OK	1.562505e-09
22159	26312793	499187347	499187357	OK	1.931289e-09
22171	26335330	499636933	499636961	OK	1.570921e-09
22189	26357875	500090711	500090713	OK	8.568294e-10
22193	26380423	500540893	500540897	OK	1.966592e-09
22229	26402986	500993099	500993117	OK	5.572974e-10
22247	26425534	501448357	501448379	OK	1.425914e-09
22259	26448084	501901409	501901427	OK	1.891224e-09
22271	26470641	502354771	502354789	OK	4.880463e-11
22273	26493208	502807819	502807841	OK	1.838052e-09
22277	26515792	503261747	503261749	OK	8.394500e-10
22279	26538393	503713937	503713939	OK	1.351638e-09
22283	26561012	504166673	504166679	OK	1.322432e-09
22291	26583647	504621811	504621841	OK	6.460931e-10
22303	26606295	505076111	505076161	OK	1.420729e-09
22307	26628951	505531639	505531657	OK	1.675753e-09
22343	26651623	505985803	505985833	OK	1.264784e-09
22349	26674279	506439797	506439803	OK	1.372540e-09
22367	26696949	506893631	506893661	OK	1.040848e-09
22369	26719621	507350339	507350387	OK	5.055855e-10
22381	26742312	507805933	507805939	OK	1.169675e-09
22391	26765011	508260019	508260023	OK	1.605224e-09
22397	26787720	508715057	508715059	OK	1.612489e-09
22409	26810443	509170769	509170793	OK	1.181088e-09
22433	26833174	509624597	509624659	OK	5.424102e-10
22441	26855902	510083437	510083447	OK	1.700225e-09
22447	26878641	510540427	510540449	OK	3.900072e-10
22453	26901395	511000031	511000033	OK	4.194961e-10
22469	26924164	511457357	511457383	OK	1.639170e-09
22481	26946936	511913089	511913107	OK	6.575328e-10
22483	26969717	512369009	512369027	OK	1.529647e-09
22501	26992516	512825623	512825629	OK	1.814301e-09
22511	27015317	513284209	513284231	OK	1.885305e-09
22531	27038128	513741959	513741971	OK	1.578492e-09
22541	27060939	514201687	514201711	OK	1.062432e-09
22543	27083760	514661449	514661507	OK	1.507650e-11
22549	27106600	515121121	515121127	OK	2.384605e-10
22567	27129455	515577367	515577371	OK	1.892072e-09
22571	27152311	516037831	516037859	OK	1.445772e-09
22573	27175183	516492463	516492491	OK	5.309887e-10
22613	27198074	516951511	516951551	OK	1.153281e-09
22619	27220944	517411309	517411313	OK	2.034689e-10
22621	27243829	517868893	517868903	OK	7.931212e-10
22637	27266732	518327683	518327713	OK	9.920466e-10
22639	27289639	518786063	518786071	OK	9.771247e-10
22643	27312564	519247901	519247957	OK	3.865243e-10
22651	27335506	519706469	519706489	OK	1.260740e-09
22669	27358460	520167803	520167821	OK	1.776195e-09
22679	27381416	520629289	520629299	OK	1.907438e-09
22691	27404382	521090497	521090503	OK	1.634013e-09
22697	27427356	521553619	521553677	OK	8.563973e-10
22699	27450345	522013879	522013889	OK	1.614377e-09
22709	27473352	522478543	522478597	OK	1.634820e-09
22717	27496369	522938561	522938567	OK	1.323663e-09
22721	27519398	523397779	523397783	OK	7.042346e-10
22727	27542444	523863647	523863661	OK	1.435220e-09
22739	27565504	524327117	524327129	OK	1.577238e-09
22741	27588572	524788507	524788513	OK	1.334377e-09
22751	27611658	525252919	525252971	OK	4.320385e-10
22769	27634755	525718097	525718103	OK	9.822695e-10
22777	27657854	526182053	526182071	OK	1.132243e-09
22783	27680965	526644289	526644301	OK	8.526141e-10
22787	27704090	527110013	527110033	OK	1.607577e-10
22807	27727232	527574547	527574563	OK	6.822455e-10
22811	27750374	528035653	528035659	OK	1.183719e-09
22817	27773532	528500699	528500723	OK	1.148877e-09
22853	27796704	528967237	528967297	OK	5.132660e-10
22859	27819860	529432219	529432243	OK	1.616162e-10
22861	27843031	529897469	529897499	OK	1.205417e-09
22871	27866220	530361973	530361983	OK	1.715730e-09
22877	27889419	530830603	530830609	OK	1.707385e-09
22901	27912632	531296587	531296599	OK	9.912081e-10
22907	27935841	531763783	531763823	OK	2.028752e-10
22921	27959065	532229261	532229309	OK	7.512521e-10
22937	27982295	532696993	532696999	OK	9.563023e-10
22943	28005529	533162897	533162899	OK	9.702085e-10
22961	28028777	533629673	533629717	OK	4.640125e-10
22963	28052028	534098353	534098407	OK	1.552734e-09
22973	28075296	534566899	534566909	OK	1.105046e-10
22993	28098575	535033523	535033531	OK	6.980116e-11
23003	28121854	535496837	535496851	OK	1.350414e-10
23011	28145144	535967633	535967659	OK	1.648366e-09
23017	28168445	536433839	536433917	OK	8.311473e-10
23021	28191761	536902657	536902661	OK	1.429821e-09
23027	28215093	537371269	537371273	OK	1.419931e-09
23029	28238439	537841823	537841841	OK	7.727677e-10
23039	28261804	538309543	538309547	OK	1.454159e-09
23041	28285179	538780849	538780867	OK	1.588802e-09
23053	28308572	539251403	539251411	OK	9.723823e-10
23057	28331973	539719993	539720003	OK	1.057435e-10
23059	28355391	540193559	540193561	OK	3.899451e-10
23063	28378828	540663289	540663301	OK	1.685597e-09
23071	28402280	541135009	541135013	OK	5.531297e-10
23081	28425745	541608689	541608703	OK	6.380924e-10
23087	28449220	542081171	542081201	OK	7.488909e-11
23099	28472710	542554603	542554651	OK	6.547866e-10
23117	28496208	543028511	543028529	OK	6.763697e-10
23131	28519708	543503111	543503117	OK	2.878374e-10
23143	28543215	543976039	543976051	OK	1.268742e-09
23159	28566730	544450999	544451021	OK	1.768640e-09
23167	28590248	544922797	544922813	OK	9.262924e-12
23173	28613780	545395597	545395633	OK	1.432483e-09
23189	28637325	545869321	545869333	OK	4.256014e-10
23197	28660875	546343121	546343123	OK	9.299895e-10
23201	28684437	546819979	546819997	OK	7.707041e-10
23203	28708016	547290743	547290761	OK	1.748238e-09
23209	28731612	547765391	547765399	OK	3.484294e-10
23227	28755223	548239313	548239337	OK	7.074752e-11
23251	28778837	548714371	548714377	OK	1.413339e-09
23269	28802446	549190927	549190931	OK	8.007529e-10
23279	28826058	549664823	549664831	OK	1.691621e-09
23291	28849679	550137733	550137739	OK	3.790436e-10
23293	28873309	550612627	550612631	OK	5.930915e-10
23297	28896957	551087231	551087233	OK	1.618817e-10
23311	28920622	551563807	551563823	OK	9.032172e-10
23321	28944293	552039127	552039133	OK	1.231053e-09
23327	28967974	552515129	552515137	OK	1.169703e-09
[2600/3244] y=23327 m=28967974 p_m=552515137 (prime_max=949999993)
23333	28991669	552990397	552990409	OK	4.830235e-10
23339	29015379	553465903	553465933	OK	1.169390e-09
23357	29039103	553944931	553944953	OK	1.201011e-09
23369	29062829	554423371	554423447	OK	8.945237e-10
23371	29086564	554902973	554902981	OK	1.739038e-09
23399	29110316	555381427	555381439	OK	5.363632e-11
23417	29134061	555860369	555860381	OK	9.430867e-11
23431	29157809	556337911	556337927	OK	1.581367e-09
23447	29181562	556816627	556816633	OK	9.367526e-10
23459	29205320	557294303	557294317	OK	1.627091e-09
23473	29229085	557775331	557775341	OK	9.901691e-11
23497	29252857	558251767	558251789	OK	2.330502e-11
23509	29276626	558731669	558731683	OK	1.608982e-09
23531	29300402	559211071	559211117	OK	9.655948e-10
23537	29324177	559689043	559689059	OK	1.781387e-09
23539	29347965	560170841	560170843	OK	2.741866e-10
23549	29371773	560649553	560649559	OK	1.724500e-09
23557	29395590	561129953	561129967	OK	9.243794e-10
23561	29419420	561610961	561610967	OK	1.223791e-09
23563	29443266	562087973	562088089	OK	1.019619e-09
23567	29467130	562568467	562568483	OK	3.180057e-10
23581	29491011	563050057	563050063	OK	7.211344e-10
23593	29514898	563531531	563531543	OK	7.249185e-10
23599	29538793	564013091	564013103	OK	2.777122e-10
23603	29562703	564497413	564497459	OK	9.587012e-10
23609	29586629	564978181	564978229	OK	8.887128e-10
23623	29610569	565460759	565460761	OK	2.923094e-10
23627	29634516	565944101	565944133	OK	9.671980e-10
23629	29658479	566427611	566427619	OK	9.773810e-10
23633	29682460	566911489	566911511	OK	2.142758e-10
23663	29706458	567395677	567395683	OK	5.043393e-10
23669	29730446	567878653	567878681	OK	7.458728e-10
23671	29754448	568360271	568360277	OK	4.193225e-10
23677	29778469	568845983	568846007	OK	1.137877e-09
23687	29802504	569329837	569329861	OK	1.238872e-09
23689	29826549	569815691	569815699	OK	7.529116e-10
23719	29850613	570300557	570300569	OK	1.138735e-09
23741	29874667	570787081	570787093	OK	1.458163e-09
23743	29898719	571273193	571273201	OK	1.498879e-09
23747	29922789	571757171	571757183	OK	8.041942e-10
23753	29946876	572244059	572244077	OK	1.140102e-09
23761	29970977	572728297	572728301	OK	9.435374e-10
23767	29995090	573213763	573213791	OK	1.603470e-10
23773	30019218	573699743	573699769	OK	5.418445e-10
23789	30043360	574186861	574186871	OK	2.609536e-10
23801	30067507	574677199	574677217	OK	1.185588e-09
23813	30091662	575162293	575162323	OK	1.636284e-09
23819	30115825	575649721	575649769	OK	1.596289e-09
23827	30140002	576139199	576139211	OK	8.296045e-10
23831	30164192	576624941	576624949	OK	1.145346e-09
23833	30188398	577112959	577112981	OK	8.936466e-10
23857	30212623	577601867	577601879	OK	1.553586e-09
23869	30236843	578092717	578092729	OK	2.304149e-10
23873	30261072	578579219	578579227	OK	9.965195e-11
23879	30285318	579069961	579069979	OK	8.986972e-10
23887	30309578	579556189	579556249	OK	1.125274e-09
23893	30333850	580047607	580047641	OK	7.292381e-10
23899	30358137	580536941	580536959	OK	1.307379e-09
23909	30382438	581028551	581028577	OK	1.230759e-09
23911	30406749	581519443	581519447	OK	4.040640e-10
23917	30431079	582011041	582011047	OK	5.723454e-10
23929	30455424	582501109	582501113	OK	1.631474e-09
23957	30479776	582990049	582990073	OK	5.483579e-10
23971	30504121	583480453	583480487	OK	1.181684e-09
23977	30528472	583971763	583971823	OK	1.457598e-09
23981	30552837	584467241	584467249	OK	8.689295e-10
23993	30577219	584960237	584960251	OK	1.137055e-09
24001	30601609	585452317	585452323	OK	7.738398e-10
24007	30626012	585945097	585945109	OK	1.519247e-09
24019	30650429	586439489	586439549	OK	1.365490e-09
24023	30674854	586931119	586931129	OK	7.163884e-10
24029	30699296	587424907	587424967	OK	9.396662e-10
24043	30723752	587919043	587919067	OK	4.255304e-10
24049	30748215	588415129	588415151	OK	9.599509e-10
24061	30772692	588911291	588911293	OK	6.106055e-10
24071	30797178	589403071	589403117	OK	1.520026e-09
24077	30821673	589895809	589895837	OK	1.900961e-10
24083	30846184	590389979	590390011	OK	1.637509e-09
24091	30870708	590884187	590884201	OK	6.663040e-10
24097	30895245	591376967	591376999	OK	8.491453e-10
24103	30919796	591870869	591870871	OK	3.188149e-10
24107	30944362	592367339	592367341	OK	7.710340e-10
24109	30968944	592866163	592866167	OK	2.899908e-10
24113	30993545	593367529	593367553	OK	3.695960e-10
24121	31018163	593863573	593863577	OK	1.127466e-09
24133	31042793	594357227	594357229	OK	1.314612e-09
24137	31067431	594855367	594855409	OK	8.975963e-10
24151	31092086	595351709	595351733	OK	1.247810e-09
24169	31116747	595848497	595848509	OK	1.147626e-09
24179	31141410	596343841	596343851	OK	8.637692e-10
24181	31166084	596842693	596842717	OK	1.633736e-09
24197	31190776	597340759	597340769	OK	1.463369e-09
24203	31215472	597842537	597842551	OK	6.796524e-10
24223	31240183	598344127	598344137	OK	6.004420e-10
24229	31264894	598842599	598842611	OK	1.228276e-10
24239	31289620	599343263	599343281	OK	4.619688e-10
